time_stamp,temperature,pressure,humidity,wind_direction,wind_speed,weather
2017-03-24 16:00:00,2,1016.3,94,999017,0.1,Fog
2017-03-24 17:00:00,1.1,1015.9,94,216,0.5,Fog
2017-03-24 18:00:00,0.6,1015.7,95,999017,0.2,Fog
2017-03-24 19:00:00,0.5,1015.3,96,225,0.8,Fog
2017-03-24 20:00:00,0.1,1015.1,96,247,0.6,Fog
2017-03-24 21:00:00,0,1015,96,999017,0,Fog
2017-03-24 22:00:00,0.8,1015.2,96,999017,0,Fog
2017-03-24 23:00:00,1.2,1015.6,97,999017,0,Fog
2017-03-25 00:00:00,3.2,1015.9,97,25,0.9,Sunny/clear
2017-03-25 01:00:00,5.2,1016.3,88,32,1.2,Sunny/clear
2017-03-25 02:00:00,8.6,1016.4,62,59,1,Sunny/clear
2017-03-25 03:00:00,11.4,1016,49,34,2,Sunny/clear
2017-03-25 04:00:00,13.2,1015.5,40,358,2.2,Sunny/clear
2017-03-25 05:00:00,13.9,1014.8,35,324,1.4,Sunny/clear
2017-03-25 06:00:00,13.4,1014.1,35,280,1.9,Sunny/clear
2017-03-25 07:00:00,14.3,1013.7,31,276,1.8,Sunny/clear
2017-03-25 08:00:00,14.6,1013.4,24,311,2,Sunny/clear
2017-03-25 09:00:00,13.8,1013.4,24,326,2.7,Sunny/clear
2017-03-25 10:00:00,12.9,1013.9,21,337,3.3,Sunny/clear
2017-03-25 11:00:00,11.3,1014.8,24,7,2.2,Sunny/clear
2017-03-25 12:00:00,10.5,1015.3,28,349,2.1,Sunny/clear
2017-03-25 13:00:00,10.3,1016.1,28,342,2.6,Sunny/clear
2017-03-25 14:00:00,10,1016.3,32,334,1.9,Sunny/clear
2017-03-25 15:00:00,9.3,1016.1,35,326,1.7,Sunny/clear
2017-03-25 16:00:00,9.3,1015.9,33,336,2.3,Sunny/clear
2017-03-25 17:00:00,8.9,1015.6,34,347,2.6,Sunny/clear
2017-03-25 18:00:00,8.1,1015.3,36,348,2,Sunny/clear
2017-03-25 19:00:00,7,1015,43,359,1.6,Sunny/clear
2017-03-25 20:00:00,5.7,1014.9,46,16,1.2,Sunny/clear
2017-03-25 21:00:00,4.4,1014.7,49,353,1,Sunny/clear
2017-03-25 22:00:00,6.3,1014.9,39,3,1.5,Sunny/clear
2017-03-25 23:00:00,7,1015.4,35,348,1.9,Sunny/clear
2017-03-26 00:00:00,8,1015.8,32,341,2.8,Sunny/clear
2017-03-26 01:00:00,9.7,1016.2,29,346,3.9,Sunny/clear
2017-03-26 02:00:00,10.6,1016.4,28,355,4.4,Sunny/clear
2017-03-26 03:00:00,12.2,1016.1,28,360,2.8,Sunny/clear
2017-03-26 04:00:00,13,1015.6,25,335,3.2,Sunny/clear
2017-03-26 05:00:00,13.6,1014.9,23,315,3.7,Sunny/clear
2017-03-26 06:00:00,14.4,1013.9,21,323,3.9,Sunny/clear
2017-03-26 07:00:00,14.8,1013.6,21,341,2.6,Sunny/clear
2017-03-26 08:00:00,14.1,1013.2,19,346,2.8,Sunny/clear
2017-03-26 09:00:00,11,1014.3,33,299,3.4,Sunny/clear
2017-03-26 10:00:00,10.9,1014.6,34,308,2.2,Sunny/clear
2017-03-26 11:00:00,9.1,1014.8,45,242,2.1,Sunny/clear
2017-03-26 12:00:00,6.6,1015.4,60,238,1.3,Sunny/clear
2017-03-26 13:00:00,6.5,1015.8,56,232,1,Sunny/clear
2017-03-26 14:00:00,4.7,1016.2,64,339,0.9,Sunny/clear
2017-03-26 15:00:00,7.6,1016.1,47,349,1,Sunny/clear
2017-03-26 16:00:00,7,1016.3,49,358,1.5,Sunny/clear
2017-03-26 17:00:00,6.7,1016.4,50,4,1.6,Sunny/clear
2017-03-26 18:00:00,5,1016.4,68,31,1.2,Sunny/clear
2017-03-26 19:00:00,4,1016.3,68,14,0.7,Sunny/clear
2017-03-26 20:00:00,3.5,1016.5,70,20,1.3,Sunny/clear
2017-03-26 21:00:00,3.5,1016.7,66,4,1,Sunny/clear
2017-03-26 22:00:00,2.6,1017.3,66,359,0.3,Sunny/clear
2017-03-26 23:00:00,3.4,1018.1,64,19,1.1,Sunny/clear
2017-03-27 00:00:00,8,1018.4,42,24,1.7,Sunny/clear
2017-03-27 01:00:00,10,1018.8,29,351,2.8,Sunny/clear
2017-03-27 02:00:00,11.6,1018.8,25,19,2.4,Sunny/clear
2017-03-27 03:00:00,12.5,1018.4,23,327,2.4,Sunny/clear
2017-03-27 04:00:00,13.6,1017.5,21,35,2,Sunny/clear
2017-03-27 05:00:00,14.2,1016.4,18,321,1.2,Sunny/clear
2017-03-27 07:00:00,16.1,1014.5,18,124,1.3,Sunny/clear
2017-03-27 08:00:00,15.5,1014,16,223,1.4,Sunny/clear
2017-03-27 09:00:00,15.1,1013.6,18,220,2.4,Sunny/clear
2017-03-27 10:00:00,13.5,1013.8,22,206,1.7,Sunny/clear
2017-03-27 11:00:00,11.7,1013.9,26,199,1.4,Sunny/clear
2017-03-27 12:00:00,10.1,1014.8,29,201,1,Sunny/clear
2017-03-27 13:00:00,9.4,1015.2,31,225,1.1,Sunny/clear
2017-03-27 14:00:00,8.6,1015.5,42,226,1.6,Sunny/clear
2017-03-27 15:00:00,10.5,1015.7,30,200,1.5,Sunny/clear
2017-03-27 16:00:00,9.3,1015.5,34,191,1,Sunny/clear
2017-03-27 17:00:00,7.9,1015.5,49,229,0.3,Sunny/clear
2017-03-27 18:00:00,6.4,1015.4,57,237,0.7,Sunny/clear
2017-03-27 19:00:00,6.4,1015.3,52,224,1,Sunny/clear
2017-03-27 20:00:00,4.6,1015.1,59,160,0.4,Sunny/clear
2017-03-27 21:00:00,4.3,1015.2,68,999017,0.2,Sunny/clear
2017-03-27 22:00:00,3.2,1015.5,70,32,1.1,Sunny/clear
2017-03-27 23:00:00,4.4,1015.9,63,36,0.7,Sunny/clear
2017-03-28 00:00:00,7.2,1016.4,46,31,1.4,Sunny/clear
2017-03-28 01:00:00,9.5,1016.7,41,22,0.9,Sunny/clear
2017-03-28 02:00:00,11.3,1016.6,38,216,1.2,Sunny/clear
2017-03-28 03:00:00,12.6,1016.1,34,210,2,Sunny/clear
2017-03-28 04:00:00,14.9,1015.4,38,129,1.4,Sunny/clear
2017-03-28 05:00:00,15.1,1014.7,30,206,2.9,Sunny/clear
2017-03-28 06:00:00,16,1013.7,32,218,2.7,Sunny/clear
2017-03-28 07:00:00,16.6,1013,33,202,2.3,Sunny/clear
2017-03-28 08:00:00,16.9,1012.5,32,177,2.2,Sunny/clear
2017-03-28 09:00:00,15.6,1012.2,36,215,3.2,Sunny/clear
2017-03-28 10:00:00,14.5,1012.4,37,204,3,Sunny/clear
2017-03-28 11:00:00,13.6,1012.9,42,205,3.1,Sunny/clear
2017-03-28 12:00:00,12.5,1013.6,48,195,2.2,Sunny/clear
2017-03-28 13:00:00,11.6,1014.3,54,197,1.8,Sunny/clear
2017-03-28 14:00:00,10.7,1014.7,59,206,1.5,Sunny/clear
2017-03-28 15:00:00,8.2,1014.4,72,230,0.4,Haze
2017-03-28 16:00:00,6.6,1014.5,79,999017,0.2,Haze
2017-03-28 17:00:00,5.9,1014.5,84,192,0.4,Haze
2017-03-28 18:00:00,6.1,1014.7,87,248,0.7,Haze
2017-03-28 19:00:00,5.2,1014.4,87,999017,0,Haze
2017-03-28 20:00:00,4.9,1014.2,87,39,1,Fog
2017-03-28 21:00:00,4.8,1014.2,82,20,0.8,Sunny/clear
2017-03-28 22:00:00,4.3,1014.6,82,999017,0.1,Haze
2017-03-28 23:00:00,4.3,1014.9,87,277,0.6,Haze
2017-03-29 00:00:00,7.3,1015,75,325,0.5,Haze
2017-03-29 01:00:00,10.6,1014.5,60,27,2,Haze
2017-03-29 02:00:00,13,1014.7,52,48,1.6,Haze
2017-03-29 03:00:00,14.8,1014.4,46,182,1.1,Haze
2017-03-29 04:00:00,16.2,1013.2,40,206,2.2,Haze
2017-03-29 05:00:00,18,1012.3,37,127,1.3,Haze
2017-03-29 06:00:00,18.1,1011.6,36,202,2.8,Haze
2017-03-29 07:00:00,18.9,1010.8,35,214,3.9,Sunny/clear
2017-03-29 08:00:00,18.7,1010.7,35,220,4.1,Sunny/clear
2017-03-29 09:00:00,18.4,1010.7,36,201,2.7,Haze
2017-03-29 10:00:00,17.7,1010.9,37,207,2.8,Haze
2017-03-29 11:00:00,16.4,1011.6,42,200,1.6,Sunny/clear
2017-03-29 12:00:00,15.6,1012.3,46,211,1.7,Sunny/clear
2017-03-29 13:00:00,15.8,1012.6,43,214,2.4,Sunny/clear
2017-03-29 14:00:00,14.7,1012.7,47,202,1.9,Sunny/clear
2017-03-29 15:00:00,14,1012.8,49,203,1.5,Sunny/clear
2017-03-29 16:00:00,12.7,1012.8,53,999017,0.1,Sunny/clear
2017-03-29 17:00:00,11.3,1013.2,61,80,0.3,Haze
2017-03-29 18:00:00,10.5,1013.5,66,12,0.8,Haze
2017-03-29 19:00:00,9.6,1013.6,70,999017,0.1,Haze
2017-03-29 20:00:00,9.9,1013.6,67,29,1.1,Haze
2017-03-29 21:00:00,9.8,1013.8,66,35,1.1,Haze
2017-03-29 22:00:00,9.2,1015.1,69,33,0.8,Haze
2017-03-29 23:00:00,9.9,1016.2,68,16,1.4,Haze
2017-03-30 00:00:00,11.9,1017.4,60,18,1.7,Haze
2017-03-30 01:00:00,13.8,1018.2,43,54,2.3,Sunny/clear
2017-03-30 02:00:00,13.7,1018.9,39,65,2.2,Sunny/clear
2017-03-30 03:00:00,14.4,1019.3,33,76,2,Sunny/clear
2017-03-30 04:00:00,16,1019.2,29,64,1.7,Sunny/clear
2017-03-30 05:00:00,16.4,1018.3,27,106,1.4,Sunny/clear
2017-03-30 06:00:00,16.6,1017.5,25,144,2.1,Sunny/clear
2017-03-30 07:00:00,17.5,1017.3,24,111,1.1,Sunny/clear
2017-03-30 08:00:00,16.6,1017.6,26,122,1.4,Sunny/clear
2017-03-30 09:00:00,15.2,1018.1,26,32,1,Sunny/clear
2017-03-30 10:00:00,14.1,1018.5,39,18,0.9,Sunny/clear
2017-03-30 11:00:00,13.1,1018.9,44,318,1,Sunny/clear
2017-03-30 12:00:00,11.3,1019.9,62,208,0.9,Sunny/clear
2017-03-30 13:00:00,10.9,1020.9,60,999017,0.1,Sunny/clear
2017-03-30 14:00:00,11.3,1021.6,47,239,0.8,Sunny/clear
2017-03-30 15:00:00,11.7,1022.3,39,231,1.8,Sunny/clear
2017-03-30 16:00:00,10.4,1022.4,54,194,1.2,Sunny/clear
2017-03-30 17:00:00,9.9,1022.5,51,58,1.9,Sunny/clear
2017-03-30 18:00:00,9.9,1022.7,49,352,1.5,Sunny/clear
2017-03-30 19:00:00,8.4,1022.5,36,316,0.7,Sunny/clear
2017-03-30 20:00:00,7.7,1022.2,33,342,1.4,Sunny/clear
2017-03-30 21:00:00,6.1,1022.4,39,12,0.8,Sunny/clear
2017-03-30 22:00:00,6.1,1022.6,38,12,1.3,Sunny/clear
2017-03-30 23:00:00,7.2,1022.8,33,340,2.1,Sunny/clear
2017-03-31 00:00:00,9.5,1023,29,344,1.8,Sunny/clear
2017-03-31 01:00:00,12.2,1022.9,22,351,3.2,Sunny/clear
2017-03-31 02:00:00,13.8,1022.5,21,30,2.7,Sunny/clear
2017-03-31 03:00:00,14.5,1021.7,20,342,2.7,Sunny/clear
2017-03-31 04:00:00,15.8,1020.4,18,343,1.9,Sunny/clear
2017-03-31 05:00:00,16.8,1018.7,18,73,1.9,Sunny/clear
2017-03-31 06:00:00,18.7,1017.3,13,350,3.1,Sunny/clear
2017-03-31 07:00:00,18.8,1016.2,16,264,3,Sunny/clear
2017-03-31 08:00:00,18.3,1015.3,15,274,3.6,Sunny/clear
2017-03-31 09:00:00,18.3,1014.8,15,285,3.2,Sunny/clear
2017-03-31 10:00:00,17.4,1014.9,14,334,2.2,Sunny/clear
2017-03-31 11:00:00,13.4,1014.9,29,210,0.3,Sunny/clear
2017-03-31 12:00:00,10,1015.4,54,999017,0.1,Sunny/clear
2017-03-31 13:00:00,10.9,1015.3,40,196,1.4,Sunny/clear
2017-03-31 14:00:00,10.3,1014.7,44,188,1.1,Sunny/clear
2017-03-31 15:00:00,8.9,1014.1,52,203,1.2,Sunny/clear
2017-03-31 16:00:00,7.3,1013.7,62,291,0.6,Sunny/clear
2017-03-31 17:00:00,6.1,1013.5,63,227,0.4,Sunny/clear
2017-03-31 18:00:00,4.9,1013.2,70,999017,0.1,Sunny/clear
2017-03-31 19:00:00,4.3,1013,70,11,0.3,Sunny/clear
2017-03-31 20:00:00,4.5,1012.9,66,24,0.7,Sunny/clear
2017-03-31 21:00:00,5,1012.8,51,72,0.5,Sunny/clear
2017-03-31 22:00:00,5.2,1013,55,82,0.3,Sunny/clear
2017-03-31 23:00:00,5.7,1013.5,65,999017,0.1,Sunny/clear
2017-04-01 00:00:00,12,1013.4,31,35,1.5,Sunny/clear
2017-04-01 01:00:00,14.8,1013.4,20,12,1.6,Sunny/clear
2017-04-01 02:00:00,17.1,1012.8,18,29,1.9,Sunny/clear
2017-04-01 03:00:00,18.2,1011.8,16,244,1.4,Sunny/clear
2017-04-01 04:00:00,20.3,1010.7,14,174,1.3,Sunny/clear
2017-04-01 05:00:00,21,1009.6,19,201,2.6,Sunny/clear
2017-04-01 06:00:00,21.5,1008,18,190,2.7,Sunny/clear
2017-04-01 07:00:00,22.8,1006.8,16,179,2.6,Sunny/clear
2017-04-01 08:00:00,21.3,1006.3,16,166,2.5,Sunny/clear
2017-04-01 09:00:00,20.7,1005.9,18,176,2.1,Sunny/clear
2017-04-01 10:00:00,20.6,1006.4,17,181,2,Sunny/clear
2017-04-01 11:00:00,17.8,1007.3,24,174,1.2,Sunny/clear
2017-04-01 12:00:00,16.2,1008.5,25,130,0.7,Sunny/clear
2017-04-01 13:00:00,15.1,1009.7,32,160,1.6,Sunny/clear
2017-04-01 14:00:00,13.2,1011.3,39,123,1.2,Sunny/clear
2017-04-01 15:00:00,11.4,1011.9,41,101,0.5,Sunny/clear
2017-04-01 16:00:00,11.6,1012.4,37,40,1,Sunny/clear
2017-04-01 17:00:00,9.2,1012.8,51,16,0.6,Sunny/clear
2017-04-01 18:00:00,8,1013,52,36,0.9,Sunny/clear
2017-04-01 19:00:00,7.1,1013.2,56,12,0.8,Sunny/clear
2017-04-01 20:00:00,5.8,1013.6,59,999017,0.1,Sunny/clear
2017-04-01 21:00:00,5,1013.6,65,999017,0.1,Sunny/clear
2017-04-01 22:00:00,5.2,1014,67,58,0.5,Sunny/clear
2017-04-01 23:00:00,7.1,1014.4,62,43,0.7,Sunny/clear
2017-04-02 00:00:00,10.3,1014.7,47,36,1.4,Sunny/clear
2017-04-02 01:00:00,13.9,1015,30,16,1.4,Sunny/clear
2017-04-02 02:00:00,16,1014.8,25,48,1,Sunny/clear
2017-04-02 03:00:00,18.1,1014.5,23,51,1.1,Sunny/clear
2017-04-02 04:00:00,19.7,1013.5,20,265,1,Sunny/clear
2017-04-02 05:00:00,21.7,1012.5,18,44,1.4,Sunny/clear
2017-04-02 06:00:00,22.8,1011.3,16,207,1.3,Sunny/clear
2017-04-02 07:00:00,22.6,1010.3,16,216,2.6,Sunny/clear
2017-04-02 08:00:00,22,1009.7,19,219,3.9,Sunny/clear
2017-04-02 09:00:00,21.1,1009.4,19,199,2.4,Sunny/clear
2017-04-02 10:00:00,21.2,1009.3,19,206,2.3,Sunny/clear
2017-04-02 11:00:00,19,1009.5,24,195,1.2,Sunny/clear
2017-04-02 12:00:00,16.8,1010.1,30,187,1.2,Sunny/clear
2017-04-02 13:00:00,15.7,1010.7,35,187,1.2,Sunny/clear
2017-04-02 14:00:00,13.4,1011.1,48,202,0.8,Sunny/clear
2017-04-02 15:00:00,10.8,1011.3,57,999017,0.2,Sunny/clear
2017-04-02 16:00:00,9.3,1011.4,69,999017,0,Sunny/clear
2017-04-02 17:00:00,8.3,1011.4,73,999017,0.2,Sunny/clear
2017-04-02 18:00:00,10.2,1011.6,49,58,0.8,Sunny/clear
2017-04-02 19:00:00,9.4,1011.7,52,39,0.9,Sunny/clear
2017-04-02 20:00:00,8.8,1011.9,56,43,0.9,Sunny/clear
2017-04-02 21:00:00,8.1,1012.2,58,41,0.9,Sunny/clear
2017-04-02 22:00:00,7.8,1012.8,61,39,1.1,Sunny/clear
2017-04-02 23:00:00,8.3,1013.6,62,34,1,Sunny/clear
2017-04-03 00:00:00,11.9,1014.1,47,22,1.4,Sunny/clear
2017-04-03 01:00:00,14,1014.4,46,38,1.6,Haze
2017-04-03 02:00:00,16.3,1014.5,44,21,1.6,Haze
2017-04-03 03:00:00,18.5,1014.3,37,355,1.1,Haze
2017-04-03 04:00:00,20.8,1012.9,32,198,1.3,Haze
2017-04-03 05:00:00,23.1,1012,27,166,1.3,Haze
2017-04-03 06:00:00,23.7,1010.9,26,203,3.1,Haze
2017-04-03 07:00:00,24.2,1009.5,25,189,3.6,Sunny/clear
2017-04-03 08:00:00,23.9,1008.7,27,192,3.3,Sunny/clear
2017-04-03 09:00:00,24.2,1008.3,24,198,2.8,Sunny/clear
2017-04-03 10:00:00,23.1,1008.6,30,205,3.6,Sunny/clear
2017-04-03 11:00:00,21.3,1008.9,36,208,2,Sunny/clear
2017-04-03 12:00:00,18.2,1009.4,47,196,0.9,Sunny/clear
2017-04-03 13:00:00,18,1009.8,48,183,1,Sunny/clear
2017-04-03 14:00:00,18.8,1009.9,46,184,1.4,Sunny/clear
2017-04-03 15:00:00,19,1010.4,50,197,2.1,Sunny/clear
2017-04-03 16:00:00,18.5,1010.2,51,186,1.7,Sunny/clear
2017-04-03 17:00:00,17.8,1010,53,195,1.9,Sunny/clear
2017-04-03 18:00:00,15.6,1009.8,63,271,0.5,Sunny/clear
2017-04-03 19:00:00,13.1,1009.4,74,25,0.4,Haze
2017-04-03 20:00:00,12,1009.1,81,999017,0,Haze
2017-04-03 21:00:00,11.6,1009.3,84,999017,0,Haze
2017-04-03 22:00:00,11.9,1009.4,80,41,1,Haze
2017-04-03 23:00:00,12.6,1009.7,67,42,1.3,Haze
2017-04-04 00:00:00,14.2,1009.9,58,37,1.5,Haze
2017-04-04 01:00:00,15.3,1010.1,54,44,1.5,Haze
2017-04-04 02:00:00,16.1,1010.1,53,11,0.9,Haze
2017-04-04 03:00:00,16.8,1010,52,353,0.7,Haze
2017-04-04 04:00:00,17.5,1009.9,49,351,1,Haze
2017-04-04 05:00:00,18.1,1009.4,48,28,0.5,Haze
2017-04-04 06:00:00,18.5,1008.6,47,18,0.7,Haze
2017-04-04 07:00:00,18.8,1007.8,47,236,0.9,Haze
2017-04-04 08:00:00,19,1007.3,47,207,1.4,Haze
2017-04-04 09:00:00,18.5,1007.3,49,204,2.2,Haze
2017-04-04 10:00:00,18,1007.3,49,205,2.4,Haze
2017-04-04 11:00:00,17.5,1007.5,47,208,3.5,Sunny/clear
2017-04-04 12:00:00,17.1,1008,47,230,5.1,Sunny/clear
2017-04-04 13:00:00,16.9,1008.7,47,204,3.1,Sunny/clear
2017-04-04 14:00:00,16.3,1009.1,51,213,4.4,Sunny/clear
2017-04-04 15:00:00,15.6,1008.9,55,212,2.8,Sunny/clear
2017-04-04 16:00:00,15.1,1008.6,56,201,2.3,Sunny/clear
2017-04-04 17:00:00,14.7,1008.4,60,206,3,Sunny/clear
2017-04-04 18:00:00,14.1,1008.1,64,191,1.4,Sunny/clear
2017-04-04 19:00:00,14.1,1007.8,64,223,1.3,Sunny/clear
2017-04-04 20:00:00,13.6,1007.4,67,186,0.9,Sunny/clear
2017-04-04 21:00:00,13.9,1007.4,66,207,1.3,Sunny/clear
2017-04-04 22:00:00,12.9,1007.9,72,331,0.3,Sunny/clear
2017-04-04 23:00:00,11.8,1008.2,81,229,0.6,Sunny/clear
2017-04-05 00:00:00,14.4,1008.3,66,213,2,Sunny/clear
2017-04-05 01:00:00,14.8,1008.6,66,205,2,Sunny/clear
2017-04-05 02:00:00,16.7,1008.5,60,194,1.3,Sunny/clear
2017-04-05 03:00:00,18.3,1007.7,53,180,1.8,Sunny/clear
2017-04-05 04:00:00,19.4,1006.8,46,198,2.3,Sunny/clear
2017-04-05 05:00:00,19.9,1005.8,46,176,2.2,Sunny/clear
2017-04-05 06:00:00,20.4,1005.2,44,195,2.9,Sunny/clear
2017-04-05 07:00:00,21.1,1004.3,44,201,2.6,Sunny/clear
2017-04-05 08:00:00,20.6,1003.8,43,196,2.6,Sunny/clear
2017-04-05 09:00:00,20.1,1003.7,45,197,2.5,Sunny/clear
2017-04-05 10:00:00,18.7,1004.2,49,188,1.8,Sunny/clear
2017-04-05 11:00:00,17.7,1004.5,53,192,2,Sunny/clear
2017-04-05 12:00:00,17.2,1005,54,199,2.3,Sunny/clear
2017-04-05 13:00:00,15.2,1005.6,64,136,2,Sunny/clear
2017-04-05 14:00:00,13.9,1005.8,69,127,1.5,Sunny/clear
2017-04-05 15:00:00,13,1005.6,73,129,0.8,Haze
2017-04-05 16:00:00,12.2,1005.3,76,171,1,Haze
2017-04-05 17:00:00,10.7,1005.6,82,999017,0.1,Haze
2017-04-05 18:00:00,10.2,1004.7,86,142,1,Haze
2017-04-05 19:00:00,10.6,1004.7,87,999017,0.2,Haze
2017-04-05 20:00:00,10.1,1004.8,86,999017,0.1,Haze
2017-04-05 21:00:00,10.5,1005.7,86,9,1.2,Haze
2017-04-05 22:00:00,10.3,1005.5,85,349,1,Haze
2017-04-05 23:00:00,10.3,1006.1,85,999017,0.2,Haze
2017-04-06 00:00:00,12.1,1006.4,79,7,0.6,Haze
2017-04-06 01:00:00,14.5,1006.6,69,3,1,Haze
2017-04-06 02:00:00,16.2,1006.2,61,83,0.8,Haze
2017-04-06 03:00:00,19,1005.7,50,32,1.4,Haze
2017-04-06 04:00:00,22.2,1005.2,42,152,0.9,Haze
2017-04-06 05:00:00,23,1004.2,39,175,1.6,Haze
2017-04-06 06:00:00,24.2,1003.4,33,212,1.4,Sunny/clear
2017-04-06 07:00:00,24.6,1002.9,34,199,2.1,Haze
2017-04-06 08:00:00,24.5,1003.2,37,191,1.8,Haze
2017-04-06 09:00:00,24,1003.3,38,194,1.7,Sunny/clear
2017-04-06 10:00:00,22,1003.7,44,225,3.1,Haze
2017-04-06 11:00:00,21,1004.1,46,218,2.1,Sunny/clear
2017-04-06 12:00:00,19,1005.3,56,193,0.8,Haze
2017-04-06 13:00:00,17.2,1006.2,67,180,0.8,Haze
2017-04-06 14:00:00,17.9,1007.5,64,159,1.1,Haze
2017-04-06 15:00:00,18.3,1008.5,54,144,2.2,Haze
2017-04-06 16:00:00,16.7,1009.2,57,120,1.9,Haze
2017-04-06 17:00:00,15.1,1010.3,62,167,1.9,Haze
2017-04-06 18:00:00,14.3,1009.8,60,133,1.7,Haze
2017-04-06 19:00:00,14.1,1009.8,55,148,1.4,Sunny/clear
2017-04-06 20:00:00,14,1009.5,54,122,1.1,Sunny/clear
2017-04-06 21:00:00,13.6,1009.4,55,148,1.3,Sunny/clear
2017-04-06 22:00:00,13.4,1009.9,56,119,1.2,Sunny/clear
2017-04-06 23:00:00,13.4,1010.3,58,155,1.3,Sunny/clear
2017-04-07 00:00:00,13.4,1010.3,57,160,1.4,Sunny/clear
2017-04-07 01:00:00,13.6,1010.4,57,154,1.5,Sunny/clear
2017-04-07 02:00:00,14.6,1009.9,58,133,1.6,Sunny/clear
2017-04-07 03:00:00,15.8,1008.7,51,161,1.4,Sunny/clear
2017-04-07 04:00:00,15.7,1008.5,50,166,1.6,Sunny/clear
2017-04-07 05:00:00,16.5,1007.6,48,182,1.7,Sunny/clear
2017-04-07 06:00:00,16.6,1006.4,49,212,2.1,Sunny/clear
2017-04-07 07:00:00,17.4,1005.9,49,232,2,Sunny/clear
2017-04-07 08:00:00,17.6,1005.4,49,197,1.3,Sunny/clear
2017-04-07 09:00:00,17.1,1005.3,51,222,1.2,Sunny/clear
2017-04-07 10:00:00,16.5,1005.5,54,17,0.4,Sunny/clear
2017-04-07 11:00:00,15.1,1006,58,37,0.4,Sunny/clear
2017-04-07 12:00:00,14.9,1006.8,64,999017,0.1,Sunny/clear
2017-04-07 13:00:00,14.4,1007.5,63,33,0.5,Haze
2017-04-07 14:00:00,14.7,1007.4,64,22,0.5,Sunny/clear
2017-04-07 15:00:00,14.4,1007.7,65,35,0.8,Haze
2017-04-07 16:00:00,14.5,1007.7,64,35,0.6,Haze
2017-04-07 17:00:00,14.1,1008.1,67,24,0.9,Haze
2017-04-07 18:00:00,13.4,1008,76,999017,0.1,Haze
2017-04-07 19:00:00,13.2,1008.1,78,322,0.4,Haze
2017-04-07 20:00:00,12.9,1008.3,78,39,0.4,Haze
2017-04-07 21:00:00,12.8,1008.5,78,2,1.1,Haze
2017-04-07 22:00:00,13.3,1009.4,74,7,1.3,Haze
2017-04-07 23:00:00,13.8,1010.9,71,57,1.8,Haze
2017-04-08 00:00:00,15.1,1012.1,60,41,1.1,Haze
2017-04-08 01:00:00,16.6,1013.2,49,134,1.5,Sunny/clear
2017-04-08 02:00:00,18.4,1013.9,45,99,2,Sunny/clear
2017-04-08 03:00:00,18.6,1014,40,153,1.6,Sunny/clear
2017-04-08 04:00:00,18.8,1013.8,40,111,0.8,Sunny/clear
2017-04-08 05:00:00,18.6,1013.3,38,170,1.8,Sunny/clear
2017-04-08 06:00:00,18.3,1013.1,33,165,1.3,Sunny/clear
2017-04-08 07:00:00,17.5,1012.8,32,202,1.6,Sunny/clear
2017-04-08 08:00:00,17.7,1012.5,33,203,1.2,Sunny/clear
2017-04-08 09:00:00,17.2,1012.7,30,209,2.3,Sunny/clear
2017-04-08 10:00:00,16.1,1012.7,51,232,3,Sunny/clear
2017-04-08 11:00:00,15,1013,52,207,2.3,Sunny/clear
2017-04-08 12:00:00,14.1,1013.5,65,221,2.1,Haze
2017-04-08 13:00:00,12.9,1014.5,75,205,2.5,Haze
2017-04-08 14:00:00,12.1,1015.2,78,212,1.7,Haze
2017-04-08 15:00:00,11.2,1015.5,81,247,1.5,Haze
2017-04-08 16:00:00,9.9,1015.9,85,241,1.2,Haze
2017-04-08 17:00:00,8.5,1016,89,999017,0,Haze
2017-04-08 18:00:00,7.9,1016.5,93,283,0.5,Fog
2017-04-08 19:00:00,7.7,1016.3,94,999017,0.1,Fog
2017-04-08 20:00:00,7.6,1016.3,95,29,0.3,Fog
2017-04-08 21:00:00,7,1016.4,94,999017,0.1,Fog
2017-04-08 22:00:00,7,1017.1,94,23,1.1,Fog
2017-04-08 23:00:00,8.1,1017.8,93,25,1.3,Fog
2017-04-09 00:00:00,10.3,1018,82,26,1.4,Haze
2017-04-09 01:00:00,12.9,1018.2,67,45,1.4,Haze
2017-04-09 02:00:00,15.2,1018.3,44,244,0.9,Sunny/clear
2017-04-09 03:00:00,16.4,1017.6,33,208,2.4,Sunny/clear
2017-04-09 04:00:00,17.7,1016.7,31,182,1.7,Sunny/clear
2017-04-09 05:00:00,18.9,1015.4,30,175,2.3,Sunny/clear
2017-04-09 06:00:00,18.7,1014.1,30,193,2.3,Sunny/clear
2017-04-09 07:00:00,18.5,1013,34,204,2.4,Sunny/clear
2017-04-09 08:00:00,17.1,1012.4,39,205,2.9,Sunny/clear
2017-04-09 09:00:00,16.6,1012,43,209,3.3,Sunny/clear
2017-04-09 10:00:00,15.8,1011.6,48,208,2.2,Sunny/clear
2017-04-09 11:00:00,15.2,1011.3,42,208,2.2,Sunny/clear
2017-04-09 12:00:00,14.9,1011.4,36,202,2.7,Sunny/clear
2017-04-09 13:00:00,14.3,1011.2,40,222,2.8,Sunny/clear
2017-04-09 14:00:00,14,1011.1,39,216,2.7,Sunny/clear
2017-04-09 15:00:00,13.4,1010.8,43,200,2,Sunny/clear
2017-04-09 16:00:00,12.5,1010.7,46,234,1.5,Sunny/clear
