loc_id,time_stamp,data_mean_week_hour
6,2017-12-04 12,1455.666666666667
7,2017-12-04 12,513.5
8,2017-12-04 12,7619.333333333332
9,2017-12-04 12,420.0
10,2017-12-04 12,5292.0
11,2017-12-04 12,1286.3333333333333
12,2017-12-04 12,8799.666666666666
13,2017-12-04 12,871.3333333333335
14,2017-12-04 12,522.6666666666666
15,2017-12-04 12,962.0
16,2017-12-04 12,896.6666666666665
17,2017-12-04 12,1681.666666666667
18,2017-12-04 12,585.5
19,2017-12-04 12,1194.6666666666667
20,2017-12-04 12,1602.666666666667
21,2017-12-04 12,1423.333333333333
22,2017-12-04 12,489.33333333333326
23,2017-12-04 12,738.0
24,2017-12-04 12,1236.3333333333333
25,2017-12-04 12,1798.0
26,2017-12-04 12,1113.3333333333333
27,2017-12-04 12,647.0
28,2017-12-04 12,1373.3333333333333
29,2017-12-04 12,4751.0
30,2017-12-04 12,1045.0
31,2017-12-04 12,2361.6666666666665
32,2017-12-04 12,1035.6666666666667
33,2017-12-04 12,635.3333333333334
1,2017-12-04 13,854.5
2,2017-12-04 13,842.0
3,2017-12-04 13,1679.666666666667
4,2017-12-04 13,616.0
5,2017-12-04 13,829.3333333333335
6,2017-12-04 13,941.6666666666665
7,2017-12-04 13,395.0
8,2017-12-04 13,3781.666666666666
9,2017-12-04 13,296.6666666666667
10,2017-12-04 13,1276.6666666666667
11,2017-12-04 13,1220.0
12,2017-12-04 13,4071.0
13,2017-12-04 13,567.3333333333334
14,2017-12-04 13,624.3333333333334
15,2017-12-04 13,715.3333333333335
16,2017-12-04 13,964.3333333333335
17,2017-12-04 13,1047.3333333333333
18,2017-12-04 13,445.5
19,2017-12-04 13,822.3333333333335
20,2017-12-04 13,1565.666666666667
21,2017-12-04 13,772.3333333333335
22,2017-12-04 13,422.33333333333326
23,2017-12-04 13,809.3333333333335
24,2017-12-04 13,1314.3333333333333
25,2017-12-04 13,1010.3333333333335
26,2017-12-04 13,641.0
27,2017-12-04 13,1072.6666666666667
28,2017-12-04 13,872.3333333333335
29,2017-12-04 13,1896.666666666667
30,2017-12-04 13,633.5
31,2017-12-04 13,1687.666666666667
32,2017-12-04 13,610.0
33,2017-12-04 13,882.0
1,2017-12-04 14,472.0
2,2017-12-04 14,559.0
3,2017-12-04 14,1290.3333333333333
4,2017-12-04 14,570.0
5,2017-12-04 14,443.66666666666674
6,2017-12-04 14,599.3333333333334
7,2017-12-04 14,213.0
8,2017-12-04 14,2539.6666666666665
9,2017-12-04 14,153.0
10,2017-12-04 14,702.0
11,2017-12-04 14,391.66666666666674
12,2017-12-04 14,2463.0
13,2017-12-04 14,352.66666666666674
14,2017-12-04 14,464.33333333333326
15,2017-12-04 14,702.6666666666665
16,2017-12-04 14,789.6666666666665
17,2017-12-04 14,867.6666666666665
18,2017-12-04 14,451.0
19,2017-12-04 14,486.33333333333326
20,2017-12-04 14,2119.0
21,2017-12-04 14,748.6666666666665
22,2017-12-04 14,242.33333333333331
23,2017-12-04 14,183.0
24,2017-12-04 14,1020.3333333333335
25,2017-12-04 14,871.0
26,2017-12-04 14,424.66666666666674
27,2017-12-04 14,819.3333333333335
28,2017-12-04 14,766.0
29,2017-12-04 14,1171.0
30,2017-12-04 14,543.5
31,2017-12-04 14,1157.0
32,2017-12-04 14,441.0
33,2017-12-04 14,664.0
1,2017-12-04 15,573.0
2,2017-12-04 15,707.6666666666665
3,2017-12-04 15,1292.3333333333333
4,2017-12-04 15,482.33333333333326
5,2017-12-04 15,529.6666666666666
6,2017-12-04 15,625.0
7,2017-12-04 15,385.0
8,2017-12-04 15,2408.0
9,2017-12-04 15,268.6666666666667
10,2017-12-04 15,999.6666666666665
11,2017-12-04 15,636.3333333333334
12,2017-12-04 15,2433.333333333333
13,2017-12-04 15,342.6666666666667
14,2017-12-04 15,611.0
15,2017-12-04 15,1060.3333333333333
16,2017-12-04 15,1063.3333333333333
17,2017-12-04 15,780.6666666666665
18,2017-12-04 15,419.5
19,2017-12-04 15,635.6666666666666
20,2017-12-04 15,1927.0
21,2017-12-04 15,640.6666666666666
22,2017-12-04 15,564.6666666666666
23,2017-12-04 15,457.33333333333326
24,2017-12-04 15,1206.6666666666667
25,2017-12-04 15,862.3333333333335
26,2017-12-04 15,448.33333333333326
27,2017-12-04 15,890.6666666666665
28,2017-12-04 15,670.3333333333334
29,2017-12-04 15,1204.3333333333333
30,2017-12-04 15,540.0
31,2017-12-04 15,1192.3333333333333
32,2017-12-04 15,412.0
33,2017-12-04 15,712.6666666666665
1,2017-12-04 16,435.0
2,2017-12-04 16,510.66666666666674
3,2017-12-04 16,856.0
4,2017-12-04 16,362.33333333333326
5,2017-12-04 16,442.0
6,2017-12-04 16,503.33333333333326
7,2017-12-04 16,273.5
8,2017-12-04 16,2113.6666666666665
9,2017-12-04 16,185.66666666666663
10,2017-12-04 16,1089.0
11,2017-12-04 16,440.0
12,2017-12-04 16,2094.0
13,2017-12-04 16,228.0
14,2017-12-04 16,582.0
15,2017-12-04 16,644.0
16,2017-12-04 16,594.3333333333334
17,2017-12-04 16,590.0
18,2017-12-04 16,473.0
19,2017-12-04 16,451.33333333333326
20,2017-12-04 16,1285.0
21,2017-12-04 16,459.66666666666674
22,2017-12-04 16,215.0
23,2017-12-04 16,263.3333333333333
24,2017-12-04 16,813.0
25,2017-12-04 16,626.3333333333334
26,2017-12-04 16,403.33333333333326
27,2017-12-04 16,571.3333333333334
28,2017-12-04 16,508.66666666666674
29,2017-12-04 16,1104.6666666666667
30,2017-12-04 16,748.5
31,2017-12-04 16,836.6666666666665
32,2017-12-04 16,298.6666666666667
33,2017-12-04 16,507.0
1,2017-12-04 17,1008.5
2,2017-12-04 17,994.0
3,2017-12-04 17,2298.0
4,2017-12-04 17,887.6666666666665
5,2017-12-04 17,904.6666666666665
6,2017-12-04 17,1010.6666666666665
7,2017-12-04 17,501.0
8,2017-12-04 17,6672.666666666668
9,2017-12-04 17,331.3333333333333
10,2017-12-04 17,4182.666666666667
11,2017-12-04 17,1243.3333333333333
12,2017-12-04 17,6641.666666666668
13,2017-12-04 17,520.6666666666666
14,2017-12-04 17,897.3333333333335
15,2017-12-04 17,932.6666666666665
16,2017-12-04 17,1082.3333333333333
17,2017-12-04 17,1323.6666666666667
18,2017-12-04 17,589.0
19,2017-12-04 17,1012.6666666666665
20,2017-12-04 17,2091.0
21,2017-12-04 17,1121.3333333333333
22,2017-12-04 17,687.0
23,2017-12-04 17,816.0
24,2017-12-04 17,1889.333333333333
25,2017-12-04 17,1525.0
26,2017-12-04 17,831.6666666666665
27,2017-12-04 17,1004.0
28,2017-12-04 17,1052.0
29,2017-12-04 17,4135.333333333333
30,2017-12-04 17,1012.5
31,2017-12-04 17,2196.0
32,2017-12-04 17,836.6666666666665
33,2017-12-04 17,960.0
1,2017-12-04 18,732.0
2,2017-12-04 18,835.6666666666665
3,2017-12-04 18,2087.6666666666665
4,2017-12-04 18,994.3333333333335
5,2017-12-04 18,751.6666666666665
6,2017-12-04 18,1327.0
7,2017-12-04 18,446.5
8,2017-12-04 18,5318.0
9,2017-12-04 18,363.66666666666674
10,2017-12-04 18,2735.333333333333
11,2017-12-04 18,944.0
12,2017-12-04 18,5386.0
13,2017-12-04 18,561.0
14,2017-12-04 18,712.6666666666665
15,2017-12-04 18,660.3333333333334
16,2017-12-04 18,511.66666666666674
17,2017-12-04 18,1533.0
18,2017-12-04 18,646.5
19,2017-12-04 18,822.0
20,2017-12-04 18,1642.0
21,2017-12-04 18,1301.6666666666667
22,2017-12-04 18,338.0
23,2017-12-04 18,611.0
24,2017-12-04 18,1297.0
25,2017-12-04 18,1474.666666666667
26,2017-12-04 18,744.3333333333335
27,2017-12-04 18,547.0
28,2017-12-04 18,1211.0
29,2017-12-04 18,3010.333333333333
30,2017-12-04 18,858.0
31,2017-12-04 18,2058.333333333333
32,2017-12-04 18,851.6666666666665
33,2017-12-04 18,496.66666666666674
1,2017-12-04 19,613.0
2,2017-12-04 19,593.6666666666666
3,2017-12-04 19,1332.3333333333333
4,2017-12-04 19,668.0
5,2017-12-04 19,576.3333333333334
6,2017-12-04 19,805.0
7,2017-12-04 19,389.5
8,2017-12-04 19,3125.333333333333
9,2017-12-04 19,305.0
10,2017-12-04 19,1305.3333333333333
11,2017-12-04 19,541.0
12,2017-12-04 19,3377.0
13,2017-12-04 19,364.33333333333326
14,2017-12-04 19,467.66666666666674
15,2017-12-04 19,455.0
16,2017-12-04 19,332.6666666666667
17,2017-12-04 19,958.0
18,2017-12-04 19,440.5
19,2017-12-04 19,549.6666666666666
20,2017-12-04 19,1043.3333333333333
21,2017-12-04 19,859.6666666666665
22,2017-12-04 19,183.0
23,2017-12-04 19,352.0
24,2017-12-04 19,615.0
25,2017-12-04 19,897.6666666666665
26,2017-12-04 19,544.6666666666666
27,2017-12-04 19,466.66666666666674
28,2017-12-04 19,795.3333333333335
29,2017-12-04 19,1598.0
30,2017-12-04 19,661.5
31,2017-12-04 19,1301.6666666666667
32,2017-12-04 19,539.3333333333334
33,2017-12-04 19,376.66666666666674
1,2017-12-04 20,515.0
2,2017-12-04 20,568.6666666666666
3,2017-12-04 20,1125.6666666666667
4,2017-12-04 20,600.0
5,2017-12-04 20,530.3333333333334
6,2017-12-04 20,708.3333333333335
7,2017-12-04 20,328.0
8,2017-12-04 20,2570.333333333333
9,2017-12-04 20,259.0
10,2017-12-04 20,1306.0
11,2017-12-04 20,526.0
12,2017-12-04 20,2479.6666666666665
13,2017-12-04 20,423.66666666666674
14,2017-12-04 20,422.66666666666674
15,2017-12-04 20,432.66666666666674
16,2017-12-04 20,337.6666666666667
17,2017-12-04 20,740.3333333333335
18,2017-12-04 20,318.5
19,2017-12-04 20,485.66666666666674
20,2017-12-04 20,821.0
21,2017-12-04 20,785.3333333333335
22,2017-12-04 20,225.66666666666663
23,2017-12-04 20,375.0
24,2017-12-04 20,614.0
25,2017-12-04 20,848.0
26,2017-12-04 20,515.3333333333334
27,2017-12-04 20,470.33333333333326
28,2017-12-04 20,633.6666666666666
29,2017-12-04 20,1439.0
30,2017-12-04 20,575.0
31,2017-12-04 20,1160.3333333333333
32,2017-12-04 20,459.0
33,2017-12-04 20,462.33333333333326
1,2017-12-04 21,514.0
2,2017-12-04 21,645.3333333333334
3,2017-12-04 21,1114.3333333333333
4,2017-12-04 21,562.3333333333334
5,2017-12-04 21,640.6666666666666
6,2017-12-04 21,754.3333333333335
7,2017-12-04 21,305.5
8,2017-12-04 21,2043.666666666667
9,2017-12-04 21,174.0
10,2017-12-04 21,633.6666666666666
11,2017-12-04 21,658.6666666666666
12,2017-12-04 21,1884.666666666667
13,2017-12-04 21,404.33333333333326
14,2017-12-04 21,404.0
15,2017-12-04 21,492.66666666666674
16,2017-12-04 21,318.6666666666667
17,2017-12-04 21,934.0
18,2017-12-04 21,492.5
19,2017-12-04 21,570.0
20,2017-12-04 21,757.6666666666665
21,2017-12-04 21,685.3333333333334
22,2017-12-04 21,209.0
23,2017-12-04 21,478.33333333333326
24,2017-12-04 21,634.3333333333334
25,2017-12-04 21,820.0
26,2017-12-04 21,442.33333333333326
27,2017-12-04 21,408.33333333333326
28,2017-12-04 21,758.0
29,2017-12-04 21,888.6666666666665
30,2017-12-04 21,903.5
31,2017-12-04 21,1259.0
32,2017-12-04 21,496.33333333333326
33,2017-12-04 21,400.66666666666674
1,2017-12-04 22,574.0
2,2017-12-04 22,824.3333333333335
3,2017-12-04 22,1380.666666666667
4,2017-12-04 22,679.0
5,2017-12-04 22,694.0
6,2017-12-04 22,873.0
7,2017-12-04 22,226.5
8,2017-12-04 22,2302.6666666666665
9,2017-12-04 22,172.66666666666663
10,2017-12-04 22,387.0
11,2017-12-04 22,715.3333333333335
12,2017-12-04 22,1971.333333333333
13,2017-12-04 22,485.66666666666674
14,2017-12-04 22,280.3333333333333
15,2017-12-04 22,440.33333333333326
16,2017-12-04 22,229.0
17,2017-12-04 22,1124.0
18,2017-12-04 22,592.5
19,2017-12-04 22,800.0
20,2017-12-04 22,866.3333333333335
21,2017-12-04 22,907.0
22,2017-12-04 22,182.33333333333331
23,2017-12-04 22,479.0
24,2017-12-04 22,542.3333333333334
25,2017-12-04 22,838.6666666666665
26,2017-12-04 22,505.0
27,2017-12-04 22,303.6666666666667
28,2017-12-04 22,883.6666666666665
29,2017-12-04 22,617.3333333333334
30,2017-12-04 22,913.0
31,2017-12-04 22,1431.0
32,2017-12-04 22,622.3333333333334
33,2017-12-04 22,338.6666666666667
1,2017-12-04 23,347.5
2,2017-12-04 23,829.0
3,2017-12-04 23,668.3333333333334
4,2017-12-04 23,526.0
5,2017-12-04 23,398.66666666666674
6,2017-12-04 23,668.0
7,2017-12-04 23,227.5
8,2017-12-04 23,664.6666666666666
9,2017-12-04 23,336.3333333333333
10,2017-12-04 23,121.0
11,2017-12-04 23,631.6666666666666
12,2017-12-04 23,534.6666666666666
13,2017-12-04 23,249.0
14,2017-12-04 23,137.66666666666666
15,2017-12-04 23,115.0
16,2017-12-04 23,47.66666666666666
17,2017-12-04 23,675.3333333333334
18,2017-12-04 23,776.0
19,2017-12-04 23,528.0
20,2017-12-04 23,296.6666666666667
21,2017-12-04 23,597.3333333333334
22,2017-12-04 23,16.333333333333332
23,2017-12-04 23,780.6666666666665
24,2017-12-04 23,107.66666666666669
25,2017-12-04 23,284.6666666666667
26,2017-12-04 23,233.66666666666663
27,2017-12-04 23,53.66666666666666
28,2017-12-04 23,504.33333333333326
29,2017-12-04 23,217.66666666666663
30,2017-12-04 23,1067.0
31,2017-12-04 23,492.33333333333326
32,2017-12-04 23,317.0
33,2017-12-04 23,59.66666666666666
1,2017-12-05 00,594.3333333333334
2,2017-12-05 00,742.5
3,2017-12-05 00,134.75
4,2017-12-05 00,275.5
5,2017-12-05 00,245.5
6,2017-12-05 00,341.3333333333333
7,2017-12-05 00,130.33333333333334
8,2017-12-05 00,72.25
9,2017-12-05 00,433.25
10,2017-12-05 00,38.5
11,2017-12-05 00,431.5
12,2017-12-05 00,69.0
13,2017-12-05 00,61.25
14,2017-12-05 00,77.75
15,2017-12-05 00,17.5
16,2017-12-05 00,6.75
17,2017-12-05 00,439.33333333333326
18,2017-12-05 00,564.0
19,2017-12-05 00,275.5
20,2017-12-05 00,47.25
21,2017-12-05 00,656.0
22,2017-12-05 00,3.75
23,2017-12-05 00,593.75
24,2017-12-05 00,4.5
25,2017-12-05 00,744.5
26,2017-12-05 00,52.25
27,2017-12-05 00,19.75
28,2017-12-05 00,325.6666666666667
29,2017-12-05 00,51.75
30,2017-12-05 00,694.6666666666665
31,2017-12-05 00,244.33333333333331
32,2017-12-05 00,36.75
33,2017-12-05 00,17.0
1,2017-12-05 01,346.66666666666674
2,2017-12-05 01,964.0
3,2017-12-05 01,118.5
4,2017-12-05 01,94.25
5,2017-12-05 01,145.5
6,2017-12-05 01,189.33333333333331
7,2017-12-05 01,96.66666666666669
8,2017-12-05 01,17.5
9,2017-12-05 01,278.75
10,2017-12-05 01,8.25
11,2017-12-05 01,319.0
12,2017-12-05 01,18.25
13,2017-12-05 01,16.5
14,2017-12-05 01,81.0
15,2017-12-05 01,9.0
16,2017-12-05 01,6.75
17,2017-12-05 01,214.0
18,2017-12-05 01,376.33333333333326
19,2017-12-05 01,194.75
20,2017-12-05 01,26.0
21,2017-12-05 01,560.25
22,2017-12-05 01,3.333333333333333
23,2017-12-05 01,421.5
24,2017-12-05 01,2.0
25,2017-12-05 01,484.25
26,2017-12-05 01,20.75
27,2017-12-05 01,22.0
28,2017-12-05 01,146.33333333333334
29,2017-12-05 01,11.25
30,2017-12-05 01,333.6666666666667
31,2017-12-05 01,133.66666666666666
32,2017-12-05 01,47.75
33,2017-12-05 01,14.75
1,2017-12-05 02,226.75
2,2017-12-05 02,1246.0
3,2017-12-05 02,121.25
4,2017-12-05 02,69.25
5,2017-12-05 02,113.25
6,2017-12-05 02,155.66666666666666
7,2017-12-05 02,54.5
8,2017-12-05 02,12.0
9,2017-12-05 02,218.25
10,2017-12-05 02,4.0
11,2017-12-05 02,191.5
12,2017-12-05 02,13.25
13,2017-12-05 02,14.5
14,2017-12-05 02,80.75
15,2017-12-05 02,9.25
16,2017-12-05 02,5.25
17,2017-12-05 02,56.0
18,2017-12-05 02,262.5
19,2017-12-05 02,187.5
20,2017-12-05 02,18.5
21,2017-12-05 02,527.25
22,2017-12-05 02,3.333333333333333
23,2017-12-05 02,415.75
24,2017-12-05 02,1.75
25,2017-12-05 02,524.5
26,2017-12-05 02,12.25
27,2017-12-05 02,14.25
28,2017-12-05 02,57.66666666666666
29,2017-12-05 02,4.0
30,2017-12-05 02,235.75
31,2017-12-05 02,94.33333333333331
32,2017-12-05 02,65.0
33,2017-12-05 02,14.25
1,2017-12-05 03,328.25
2,2017-12-05 03,1095.5
3,2017-12-05 03,116.5
4,2017-12-05 03,67.75
5,2017-12-05 03,125.75
6,2017-12-05 03,139.75
7,2017-12-05 03,60.0
8,2017-12-05 03,15.25
9,2017-12-05 03,102.5
10,2017-12-05 03,6.5
11,2017-12-05 03,207.25
12,2017-12-05 03,14.5
13,2017-12-05 03,16.0
14,2017-12-05 03,83.0
15,2017-12-05 03,8.5
16,2017-12-05 03,6.0
17,2017-12-05 03,70.5
18,2017-12-05 03,279.5
19,2017-12-05 03,149.0
20,2017-12-05 03,18.75
21,2017-12-05 03,543.25
22,2017-12-05 03,3.6666666666666665
23,2017-12-05 03,426.5
24,2017-12-05 03,1.5
25,2017-12-05 03,502.75
26,2017-12-05 03,16.75
27,2017-12-05 03,17.25
28,2017-12-05 03,47.25
29,2017-12-05 03,7.25
30,2017-12-05 03,489.75
31,2017-12-05 03,57.75
32,2017-12-05 03,27.75
33,2017-12-05 03,13.25
1,2017-12-05 04,283.5
2,2017-12-05 04,1214.0
3,2017-12-05 04,122.25
4,2017-12-05 04,59.25
5,2017-12-05 04,115.0
6,2017-12-05 04,191.25
7,2017-12-05 04,50.5
8,2017-12-05 04,29.75
9,2017-12-05 04,107.0
10,2017-12-05 04,12.25
11,2017-12-05 04,247.0
12,2017-12-05 04,29.75
13,2017-12-05 04,17.25
14,2017-12-05 04,78.5
15,2017-12-05 04,11.0
16,2017-12-05 04,6.0
17,2017-12-05 04,103.5
18,2017-12-05 04,300.25
19,2017-12-05 04,153.0
20,2017-12-05 04,15.75
21,2017-12-05 04,508.5
22,2017-12-05 04,2.5
23,2017-12-05 04,421.75
24,2017-12-05 04,2.0
25,2017-12-05 04,524.25
26,2017-12-05 04,21.5
27,2017-12-05 04,16.75
28,2017-12-05 04,70.25
29,2017-12-05 04,13.75
30,2017-12-05 04,445.75
31,2017-12-05 04,72.25
32,2017-12-05 04,71.75
33,2017-12-05 04,14.5
1,2017-12-05 05,330.75
2,2017-12-05 05,1214.5
3,2017-12-05 05,143.25
4,2017-12-05 05,76.5
5,2017-12-05 05,145.75
6,2017-12-05 05,196.0
7,2017-12-05 05,61.5
8,2017-12-05 05,115.25
9,2017-12-05 05,87.25
10,2017-12-05 05,27.0
11,2017-12-05 05,244.5
12,2017-12-05 05,88.5
13,2017-12-05 05,29.5
14,2017-12-05 05,80.5
15,2017-12-05 05,14.25
16,2017-12-05 05,8.75
17,2017-12-05 05,84.25
18,2017-12-05 05,326.75
19,2017-12-05 05,154.75
20,2017-12-05 05,21.5
21,2017-12-05 05,525.0
22,2017-12-05 05,3.6666666666666665
23,2017-12-05 05,571.0
24,2017-12-05 05,6.25
25,2017-12-05 05,543.5
26,2017-12-05 05,28.25
27,2017-12-05 05,22.5
28,2017-12-05 05,70.75
29,2017-12-05 05,42.5
30,2017-12-05 05,406.75
31,2017-12-05 05,91.75
32,2017-12-05 05,64.25
33,2017-12-05 05,23.0
1,2017-12-05 06,286.0
2,2017-12-05 06,840.25
3,2017-12-05 06,220.0
4,2017-12-05 06,125.25
5,2017-12-05 06,144.5
6,2017-12-05 06,240.5
7,2017-12-05 06,79.5
8,2017-12-05 06,417.0
9,2017-12-05 06,86.25
10,2017-12-05 06,134.5
11,2017-12-05 06,256.0
12,2017-12-05 06,449.75
13,2017-12-05 06,46.25
14,2017-12-05 06,105.25
15,2017-12-05 06,61.75
16,2017-12-05 06,42.75
17,2017-12-05 06,158.0
18,2017-12-05 06,350.0
19,2017-12-05 06,204.25
20,2017-12-05 06,52.5
21,2017-12-05 06,335.25
22,2017-12-05 06,14.25
23,2017-12-05 06,485.25
24,2017-12-05 06,73.0
25,2017-12-05 06,379.5
26,2017-12-05 06,95.5
27,2017-12-05 06,46.5
28,2017-12-05 06,126.75
29,2017-12-05 06,192.5
30,2017-12-05 06,376.25
31,2017-12-05 06,161.0
32,2017-12-05 06,97.5
33,2017-12-05 06,55.25
1,2017-12-05 07,576.25
2,2017-12-05 07,687.25
3,2017-12-05 07,1123.25
4,2017-12-05 07,278.25
5,2017-12-05 07,483.0
6,2017-12-05 07,760.0
7,2017-12-05 07,246.25
8,2017-12-05 07,2785.75
9,2017-12-05 07,209.5
10,2017-12-05 07,1352.5
11,2017-12-05 07,866.25
12,2017-12-05 07,3195.75
13,2017-12-05 07,335.0
14,2017-12-05 07,434.0
15,2017-12-05 07,483.0
16,2017-12-05 07,318.0
17,2017-12-05 07,573.5
18,2017-12-05 07,410.25
19,2017-12-05 07,709.0
20,2017-12-05 07,265.25
21,2017-12-05 07,338.5
22,2017-12-05 07,324.75
23,2017-12-05 07,677.25
24,2017-12-05 07,699.5
25,2017-12-05 07,428.0
26,2017-12-05 07,417.25
27,2017-12-05 07,500.25
28,2017-12-05 07,450.5
29,2017-12-05 07,1644.25
30,2017-12-05 07,659.5
31,2017-12-05 07,1130.25
32,2017-12-05 07,412.75
33,2017-12-05 07,458.75
1,2017-12-05 08,666.0
2,2017-12-05 08,497.25
3,2017-12-05 08,1288.0
4,2017-12-05 08,567.5
5,2017-12-05 08,541.0
6,2017-12-05 08,640.75
7,2017-12-05 08,275.0
8,2017-12-05 08,3425.0
9,2017-12-05 08,247.0
10,2017-12-05 08,1847.5
11,2017-12-05 08,350.5
12,2017-12-05 08,3885.5
13,2017-12-05 08,504.0
14,2017-12-05 08,622.0
15,2017-12-05 08,452.75
16,2017-12-05 08,656.5
17,2017-12-05 08,931.75
18,2017-12-05 08,433.5
19,2017-12-05 08,477.75
20,2017-12-05 08,1473.5
21,2017-12-05 08,689.25
22,2017-12-05 08,248.5
23,2017-12-05 08,222.5
24,2017-12-05 08,887.25
25,2017-12-05 08,832.25
26,2017-12-05 08,588.75
27,2017-12-05 08,623.0
28,2017-12-05 08,799.75
29,2017-12-05 08,2217.25
30,2017-12-05 08,665.75
31,2017-12-05 08,1233.75
32,2017-12-05 08,450.0
33,2017-12-05 08,493.75
1,2017-12-05 09,683.5
2,2017-12-05 09,600.25
3,2017-12-05 09,1127.5
4,2017-12-05 09,510.75
5,2017-12-05 09,554.5
6,2017-12-05 09,748.75
7,2017-12-05 09,311.75
8,2017-12-05 09,2783.0
9,2017-12-05 09,279.75
10,2017-12-05 09,971.25
11,2017-12-05 09,613.5
12,2017-12-05 09,3098.0
13,2017-12-05 09,360.75
14,2017-12-05 09,872.0
15,2017-12-05 09,784.5
16,2017-12-05 09,868.25
17,2017-12-05 09,853.0
18,2017-12-05 09,495.75
19,2017-12-05 09,566.75
20,2017-12-05 09,1593.0
21,2017-12-05 09,634.5
22,2017-12-05 09,525.75
23,2017-12-05 09,497.25
24,2017-12-05 09,1560.25
25,2017-12-05 09,726.0
26,2017-12-05 09,459.0
27,2017-12-05 09,1109.75
28,2017-12-05 09,711.5
29,2017-12-05 09,1452.0
30,2017-12-05 09,671.25
31,2017-12-05 09,1056.5
32,2017-12-05 09,373.25
33,2017-12-05 09,988.5
1,2017-12-05 10,503.0
2,2017-12-05 10,391.25
3,2017-12-05 10,939.5
4,2017-12-05 10,325.5
5,2017-12-05 10,426.75
6,2017-12-05 10,572.0
7,2017-12-05 10,183.0
8,2017-12-05 10,2050.75
9,2017-12-05 10,129.5
10,2017-12-05 10,723.0
11,2017-12-05 10,545.75
12,2017-12-05 10,2168.0
13,2017-12-05 10,246.5
14,2017-12-05 10,647.25
15,2017-12-05 10,523.0
16,2017-12-05 10,734.25
17,2017-12-05 10,541.0
18,2017-12-05 10,385.0
19,2017-12-05 10,426.0
20,2017-12-05 10,1178.75
21,2017-12-05 10,461.25
22,2017-12-05 10,326.25
23,2017-12-05 10,416.0
24,2017-12-05 10,1069.0
25,2017-12-05 10,533.25
26,2017-12-05 10,327.75
27,2017-12-05 10,692.25
28,2017-12-05 10,458.75
29,2017-12-05 10,1035.5
30,2017-12-05 10,499.5
31,2017-12-05 10,869.75
32,2017-12-05 10,307.25
33,2017-12-05 10,579.75
1,2017-12-05 11,754.0
2,2017-12-05 11,711.75
3,2017-12-05 11,1808.5
4,2017-12-05 11,691.0
5,2017-12-05 11,707.75
6,2017-12-05 11,1062.5
7,2017-12-05 11,314.0
8,2017-12-05 11,6389.0
9,2017-12-05 11,197.0
10,2017-12-05 11,3808.75
11,2017-12-05 11,773.25
12,2017-12-05 11,6980.0
13,2017-12-05 11,412.0
14,2017-12-05 11,655.5
15,2017-12-05 11,551.5
16,2017-12-05 11,934.75
17,2017-12-05 11,1089.0
18,2017-12-05 11,499.5
19,2017-12-05 11,663.5
20,2017-12-05 11,1964.25
21,2017-12-05 11,886.5
22,2017-12-05 11,437.25
23,2017-12-05 11,505.5
24,2017-12-05 11,1365.75
25,2017-12-05 11,1222.75
26,2017-12-05 11,569.5
27,2017-12-05 11,856.5
28,2017-12-05 11,943.75
29,2017-12-05 11,3939.5
30,2017-12-05 11,737.25
31,2017-12-05 11,1703.5
32,2017-12-05 11,635.25
33,2017-12-05 11,784.5
1,2017-12-05 12,1207.0
2,2017-12-05 12,1144.0
3,2017-12-05 12,2409.75
4,2017-12-05 12,1151.25
5,2017-12-05 12,1113.0
6,2017-12-05 12,1563.75
7,2017-12-05 12,545.0
8,2017-12-05 12,7682.25
9,2017-12-05 12,422.25
10,2017-12-05 12,4691.0
11,2017-12-05 12,960.25
12,2017-12-05 12,8623.5
13,2017-12-05 12,763.75
14,2017-12-05 12,591.0
15,2017-12-05 12,772.25
16,2017-12-05 12,820.5
17,2017-12-05 12,1650.5
18,2017-12-05 12,649.0
19,2017-12-05 12,1166.75
20,2017-12-05 12,1351.0
21,2017-12-05 12,1307.5
22,2017-12-05 12,479.0
23,2017-12-05 12,553.0
24,2017-12-05 12,1254.0
25,2017-12-05 12,1737.75
26,2017-12-05 12,979.0
27,2017-12-05 12,657.5
28,2017-12-05 12,1420.75
29,2017-12-05 12,4511.25
30,2017-12-05 12,963.75
31,2017-12-05 12,2412.75
32,2017-12-05 12,965.0
33,2017-12-05 12,629.75
1,2017-12-05 13,847.75
2,2017-12-05 13,886.0
3,2017-12-05 13,1675.0
4,2017-12-05 13,778.25
5,2017-12-05 13,805.0
6,2017-12-05 13,1008.5
7,2017-12-05 13,402.5
8,2017-12-05 13,3246.25
9,2017-12-05 13,317.75
10,2017-12-05 13,1395.5
11,2017-12-05 13,1024.25
12,2017-12-05 13,3462.75
13,2017-12-05 13,504.75
14,2017-12-05 13,678.75
15,2017-12-05 13,684.5
16,2017-12-05 13,782.5
17,2017-12-05 13,984.25
18,2017-12-05 13,529.75
19,2017-12-05 13,923.75
20,2017-12-05 13,1608.0
21,2017-12-05 13,910.75
22,2017-12-05 13,565.25
23,2017-12-05 13,651.5
24,2017-12-05 13,1153.75
25,2017-12-05 13,1084.0
26,2017-12-05 13,608.0
27,2017-12-05 13,872.0
28,2017-12-05 13,826.5
29,2017-12-05 13,1883.25
30,2017-12-05 13,805.75
31,2017-12-05 13,1688.75
32,2017-12-05 13,588.5
33,2017-12-05 13,711.5
1,2017-12-05 14,385.0
2,2017-12-05 14,405.75
